id,name,absolute_magnitude_h,is_potentially_hazardous,is_sentry_object,date_observed,est_diameter_min_km,est_diameter_max_km,relative_velocity_kmph,miss_distance_km,orbiting_body
54462807,(2024 NP3),22.56,False,False,2024-07-08,0.0817626533,0.1828268509,49313.1000994535,12893063.583480664,Earth
54465198,(2024 OG),25.4,False,False,2024-07-08,0.022108281,0.0494356193,17393.8226812857,6189582.729584924,Earth
54465217,(2024 OV),23.55,False,False,2024-07-08,0.0518268695,0.1158884032,40505.7326902337,10123248.713137422,Earth
54539451,(2025 OJ10),25.58,False,False,2024-07-08,0.0203495578,0.0455029946,18170.9793951412,23794257.034348164,Earth
3557197,(2011 CD22),22.39,False,False,2024-07-07,0.0884209093,0.1977151638,59054.9509867118,57526831.6751544,Earth
3634155,(2013 GN3),23.6,False,False,2024-07-07,0.0506471459,0.1132504611,24217.6602651301,64161731.898792855,Earth
3752778,(2016 JY5),27.1,False,False,2024-07-07,0.0101054342,0.0225964377,20270.7582532342,42265742.911300324,Earth
3772846,(2017 FS91),26.3,False,False,2024-07-07,0.0146067964,0.0326617897,43284.6591220494,23464166.043040022,Earth
3775267,(2017 MK),25.3,False,False,2024-07-07,0.0231502122,0.0517654482,65173.0354806413,48254245.89293301,Earth
3776294,(2017 ND),24.7,False,False,2024-07-07,0.0305179233,0.0682401509,26418.1768834095,10135492.266571619,Earth
3841961,(2019 KD),23.48,False,False,2024-07-07,0.0535247906,0.1196850702,63756.3542542121,67080896.80034487,Earth
3893723,(2019 WS4),24.5,False,False,2024-07-07,0.0334622374,0.0748238376,26603.76909275,60680570.47992315,Earth
54244780,(2022 CC1),27.12,False,False,2024-07-07,0.010012787,0.0223892723,48401.7190860744,63104267.38563304,Earth
54327909,(2022 WW2),25.57,False,False,2024-07-07,0.0204434871,0.0457130269,54427.0895983256,60474034.67325521,Earth
2207398,207398 (2006 AS2),20.36,True,False,2024-07-02,0.2251930467,0.5035469604,65188.7084874391,8358867.30422099,Earth
3831854,(2018 TY5),22.24,False,False,2024-07-02,0.0947447113,0.2118556149,64529.3130721175,48408022.15112041,Earth
54054567,(2020 SG3),25.1,False,False,2024-07-02,0.0253837029,0.0567596853,29219.3053989763,74731470.63912909,Earth
54266166,(2022 BY39),29.93,False,True,2024-07-02,0.0027450798,0.0061381851,10703.6709109635,5070330.541208568,Earth
54355033,(2023 HC3),23.94,False,False,2024-07-02,0.0433066885,0.0968366995,20343.3555493114,24298224.926847313,Earth
54407111,(2023 WG1),26.7,False,False,2024-07-02,0.0121494041,0.0271668934,38632.5374018576,49217264.93242361,Earth
54445525,(2024 LH),25.19,False,False,2024-07-02,0.0243531406,0.0544552779,15594.6062846756,1676430.502376446,Earth
54456243,(2024 NC),24.94,False,False,2024-07-02,0.0273246732,0.0610998267,19845.432847151,5210423.919975136,Earth
54456240,(2024 NB),25.53,False,False,2024-07-02,0.0208235599,0.0465628955,45822.5765307364,1812576.26262988,Earth
54459569,(2024 NY2),24.54,False,False,2024-07-02,0.0328514828,0.0734581487,26170.7792051801,7083536.082684541,Earth
54458502,(2024 NT1),24.93,False,False,2024-07-02,0.0274507982,0.0613818507,27863.6203391865,14064450.225637771,Earth
54459241,(2024 NT2),25.91,False,False,2024-07-02,0.0174805453,0.0390876876,23456.1795489043,7998524.452124006,Earth
54471071,(2024 RD16),22.1,False,False,2024-07-02,0.1010543415,0.2259643771,37060.2979204806,43861605.341538735,Earth
3338368,(2006 QQ23),19.71,True,False,2024-07-06,0.3037770614,0.6792661593,38360.1364700346,27041628.816834603,Earth
3599930,(2012 CA55),21.84,True,False,2024-07-06,0.1139081967,0.2547064711,67428.6796431979,52612292.99903467,Earth
3639550,(2013 LC7),19.36,False,False,2024-07-06,0.3569069267,0.7980681497,84659.1157797602,61682965.36925367,Earth
3781909,(2017 SM17),23.6,False,False,2024-07-06,0.0506471459,0.1132504611,91850.9924938658,56927806.229300916,Earth
54110078,(2021 CT1),25.33,False,False,2024-07-06,0.0228325794,0.0510551996,22630.3896402982,14996834.119636789,Earth
54117567,(2021 CP6),22.9,False,False,2024-07-06,0.0699125232,0.1563291544,72081.7263223628,59630030.897044994,Earth
54136203,(2021 GP6),27.0,False,False,2024-07-06,0.0105816886,0.023661375,74918.88478885,60227232.430707656,Earth
54152394,(2021 KH3),21.29,False,False,2024-07-06,0.1467421834,0.3281254972,27842.8181578762,19712465.612790927,Earth
54290521,(2022 OF),26.31,False,False,2024-07-06,0.0145396843,0.0325117225,61542.6051308382,58015674.69940401,Earth
54394001,(2023 TT19),23.18,False,False,2024-07-06,0.0614546821,0.1374168468,58677.0401999776,72841024.75074022,Earth
54397132,(2023 UP2),26.69,False,True,2024-07-06,0.0122054832,0.0272922901,29441.9772172648,63548755.38941699,Earth
54446561,(2024 LC3),22.82,False,False,2024-07-06,0.0725362295,0.1621959399,37391.697546237,18345398.763322003,Earth
54458893,(2024 NK2),23.75,False,False,2024-07-06,0.0472666667,0.1056914799,9146.8454118121,38256299.32348229,Earth
54458351,(2024 NM1),26.55,False,False,2024-07-06,0.013018321,0.0291098508,64619.0332283866,682213.171172458,Earth
54495701,(2024 UQ3),29.48,False,False,2024-07-06,0.003377186,0.0075516174,13399.9600356141,40251392.87131992,Earth
2523808,523808 (2007 ML24),19.35,True,False,2024-07-05,0.3585543342,0.8017518649,64457.0764184182,13520019.714612287,Earth
3130457,(2002 MT1),21.29,False,False,2024-07-05,0.1467421834,0.3281254972,24014.3999869058,47993435.47039632,Earth
3689353,(2014 SP142),21.84,True,False,2024-07-05,0.1139081967,0.2547064711,27785.9412390771,31383855.85842504,Earth
3797855,(2018 BJ3),23.17,False,False,2024-07-05,0.061738344,0.1380511341,23545.2423790875,27411231.492848635,Earth
54105262,(2021 AW4),23.47,False,False,2024-07-05,0.0537718498,0.1202375114,68961.1120595208,50774236.49415683,Earth
54296368,(2022 QQ),25.72,False,False,2024-07-05,0.0190789723,0.0426618789,56931.7413517826,32507205.00886815,Earth
54416858,(2023 XC14),23.69,False,False,2024-07-05,0.0485909037,0.1086525639,29115.6371672649,55017974.32693343,Earth
54458506,(2024 NX1),24.41,False,False,2024-07-05,0.0348782733,0.0779901901,9448.5149939061,23845558.54214854,Earth
3651158,(2013 TE135),19.98,True,False,2024-07-04,0.2682594171,0.5998462923,82457.6716357441,67523650.36642404,Earth
3666929,(2014 GK1),19.81,False,False,2024-07-04,0.2901048414,0.648694146,24940.9835363487,14206465.069366192,Earth
3735684,(2015 XQ1),23.4,False,False,2024-07-04,0.0555334912,0.1241766613,57568.324836974,32725416.016742583,Earth
3760590,(2016 TQ18),26.3,False,True,2024-07-04,0.0146067964,0.0326617897,82585.402026354,70745529.66955675,Earth
3826626,(2018 PY7),26.8,False,False,2024-07-04,0.0116025908,0.0259441818,30654.5486777398,18783007.494094223,Earth
3843136,(2019 NG2),24.09,False,False,2024-07-04,0.0404161533,0.0903732663,111202.4398194929,73128991.65965824,Earth
3843591,(2019 QZ),26.0,False,False,2024-07-04,0.0167708462,0.0375007522,13444.4561972968,57482068.581618965,Earth
54156746,(2021 LD2),21.98,False,False,2024-07-04,0.1067959975,0.2388031102,60301.0642606304,15689695.9514318,Earth
54212938,(2021 UW2),27.49,False,False,2024-07-04,0.0084441313,0.0188816516,21484.9969551859,66217835.5869177,Earth
54336627,(2022 YU3),25.86,False,False,2024-07-04,0.0178877195,0.0399981568,51081.8276508023,32482694.40017438,Earth
54445309,(2024 KQ1),24.21,False,False,2024-07-04,0.0382432662,0.0855145429,24759.3814281495,5701355.420248664,Earth
54456244,(2024 ND),23.35,False,False,2024-07-04,0.0568270323,0.1270691073,45865.3216096397,20052280.914442677,Earth
54459238,(2024 NQ2),23.2,False,False,2024-07-04,0.0608912622,0.1361570015,23763.8068217335,35902124.06351135,Earth
54458892,(2024 NL2),21.95,False,False,2024-07-04,0.1082816778,0.2421251924,91525.9931440427,42362260.76426267,Earth
54537919,(2025 NL),27.61,False,True,2024-07-04,0.0079901508,0.0178665204,24056.4529948724,21530886.94843766,Earth
2337345,337345 (2001 KO20),20.67,False,False,2024-07-03,0.1952337862,0.4365560173,27448.3652711567,55356447.107380226,Earth
54016728,(2020 HH5),19.21,False,False,2024-07-03,0.3824326621,0.8551454293,86536.0036506042,68616790.63554637,Earth
2585310,585310 (2017 YZ1),20.34,True,False,2024-07-03,0.2272767323,0.5082062231,54747.575225753,10670372.045662053,Earth
54336231,(2022 YJ2),22.14,False,False,2024-07-03,0.0992098919,0.2218400624,41743.2900484048,37704751.76859049,Earth
54403809,(2023 VS4),28.58,False,False,2024-07-03,0.0051115778,0.0114298355,56646.9859875433,64065481.152827404,Earth
54415298,(2023 XW5),28.69,False,False,2024-07-03,0.0048590904,0.0108652564,21130.7689472693,29488828.11639339,Earth
54456245,(2024 NE),23.89,False,False,2024-07-03,0.0443154309,0.099092316,56198.3827328741,5184742.393793088,Earth
54454871,(2024 KJ7),21.89,False,False,2024-07-03,0.1113153296,0.2489086439,11831.123758815,53458136.97864376,Earth
54460573,(2024 NH3),22.89,False,False,2024-07-03,0.0702352248,0.157050737,42059.9252468675,7126624.757180641,Earth
54538295,(2025 NV1),21.96,False,False,2024-07-03,0.1077841687,0.2410127282,37703.861893332,29019171.677201916,Earth
3562865,(2011 GG60),22.16,False,False,2024-07-09,0.0983003302,0.2198062205,47673.2287436598,58889237.99746071,Earth
3672565,(2014 KE45),20.2,False,False,2024-07-09,0.2424124811,0.5420507863,57183.6926429654,38973784.33636825,Earth
3673546,(2014 LX14),21.83,False,False,2024-07-09,0.1144339731,0.2558821427,22310.6103361539,48958806.71199585,Earth
54445623,(2024 LW),22.24,False,False,2024-07-09,0.0947447113,0.2118556149,57686.184221576,26660394.831629135,Earth
54449800,(2024 LL6),24.02,False,False,2024-07-09,0.0417402433,0.0933340215,18601.8065157113,32516022.26244659,Earth
54448602,(2024 LF6),22.7,False,False,2024-07-09,0.0766575574,0.1714115092,10150.0948909039,41050961.90635956,Earth
54447955,(2024 LN5),24.95,False,False,2024-07-09,0.0271991277,0.0608190985,27093.8694598349,9810755.188553547,Earth
54446232,(2024 LG2),22.34,False,False,2024-07-09,0.0904804968,0.2023205415,21639.8471812072,30105469.579107024,Earth
54458186,(2024 NB1),23.79,False,False,2024-07-09,0.0464039528,0.1037623929,35002.8736809434,5591943.741830811,Earth
54458508,(2024 NA2),25.14,False,False,2024-07-09,0.0249203981,0.0557237043,14634.2799107686,2245793.039295491,Earth
54458501,(2024 NR1),25.74,False,False,2024-07-09,0.0189040552,0.0422707525,30157.2408639701,6485333.49991499,Earth
54544994,(2025 RC2),26.23,False,False,2024-07-09,0.0150853356,0.0337318359,79530.4784604704,15590845.777917437,Earth
2527841,527841 (2008 CR1),19.61,False,False,2024-07-13,0.3180936332,0.7112789871,116181.6408836485,70731327.19185406,Earth
3152318,(2003 GR22),22.16,True,False,2024-07-13,0.0983003302,0.2198062205,68581.8886104346,62388340.83847738,Earth
3617076,(2012 VC26),28.7,False,False,2024-07-13,0.0048367649,0.0108153351,13439.2934802245,10622337.48606631,Earth
3662229,(2014 DR),20.54,False,False,2024-07-13,0.2072788434,0.4634895841,60096.9630662831,17279139.21186744,Earth
3711174,(2015 DD155),22.02,False,False,2024-07-13,0.1048467509,0.2344444622,12723.2193722636,47564713.5412523,Earth
3843082,(2019 MF3),22.93,False,False,2024-07-13,0.0689532874,0.154184238,52670.5882692995,44009950.16481982,Earth
3892277,(2019 VW),26.75,False,False,2024-07-13,0.0118728499,0.0265484994,20461.2427232565,35317024.11490426,Earth
54144295,(2021 JQ3),24.0,False,False,2024-07-13,0.0421264611,0.0941976306,36069.3189539107,38187975.268531844,Earth
54327481,(2022 WU),24.67,False,False,2024-07-13,0.0309424699,0.069189466,63059.6506052534,61458781.02314865,Earth
54384210,(2023 RO16),27.86,False,False,2024-07-13,0.0071212294,0.015923553,29883.9827880483,40078362.379917584,Earth
54446562,(2024 LD3),20.6,False,False,2024-07-13,0.2016299194,0.4508582062,46299.7594558206,46282433.51361413,Earth
54458188,(2024 NC1),21.67,True,False,2024-07-13,0.1231841913,0.2754482254,70320.8213660383,34071424.70708118,Earth
54457671,(2024 NG),26.44,False,False,2024-07-13,0.0136947774,0.0306224531,25334.8568343969,3444526.11224945,Earth
54458509,(2024 NB2),25.15,False,False,2024-07-13,0.0248058993,0.0554676771,47786.8752134593,3835702.955326809,Earth
54465215,(2024 OT),24.88,False,False,2024-07-13,0.0280902094,0.0628116177,29972.1457567928,4243182.435724436,Earth
54016242,(2020 FA2),27.46,False,False,2024-07-12,0.0085616008,0.0191443215,28697.3285781673,31233260.260390863,Earth
54202341,(2021 TN1),26.33,False,False,2024-07-12,0.0144063837,0.0322136532,16869.740441405,57081918.81341965,Earth
54455882,(2024 MX1),21.64,False,False,2024-07-12,0.1248978541,0.2792800919,28355.9229608492,25802394.394465767,Earth
54457674,(2024 MH2),23.5,False,False,2024-07-12,0.0530340723,0.1185877909,44604.320810063,9335890.84359312,Earth
54458190,(2024 LG9),23.87,False,False,2024-07-12,0.0447254765,0.1000092059,28617.7552132158,22600268.96647401,Earth
54458890,(2024 NC2),24.95,False,False,2024-07-12,0.0271991277,0.0608190985,30205.6909111242,9355638.031709285,Earth
54465216,(2024 OU),24.31,False,False,2024-07-12,0.0365220357,0.0816657545,30530.4345910049,5415008.431865946,Earth
54465524,(2024 PM1),23.99,False,False,2024-07-12,0.042320908,0.0946324271,32954.5871784676,12897826.420626575,Earth
54467534,(2024 QY1),24.81,False,False,2024-07-12,0.0290104841,0.0648694146,12909.3205690887,8584798.429855071,Earth
54507536,(2024 QX40),22.85,False,False,2024-07-12,0.0715409951,0.1599705282,26424.8806693481,23130981.607136875,Earth
54576862,(2026 BP1),26.353,False,False,2024-07-12,0.0142545981,0.0318742503,55696.5613765019,21119961.974777553,Earth
3754388,(2016 NB1),23.9,False,False,2024-07-11,0.04411182,0.0986370281,30392.4013182926,11392839.580166018,Earth
3837780,(2019 AP8),24.44,False,False,2024-07-11,0.0343997255,0.0769201245,4657.8819683898,13019247.00821953,Earth
3843622,(2019 QU2),22.21,False,False,2024-07-11,0.0960627415,0.2148028201,70777.7405414143,18774625.719915353,Earth
54448015,(2024 LX5),24.36,False,False,2024-07-11,0.0356906927,0.079806815,26894.602053024,10051507.51372086,Earth
54457675,(2024 NK),22.66,False,False,2024-07-11,0.0780827277,0.1745982871,42150.8095051705,28292610.935537733,Earth
54457676,(2024 NL),22.02,False,False,2024-07-11,0.1048467509,0.2344444622,47119.3171475497,45642390.62065406,Earth
54461065,(2024 NK3),28.72,False,False,2024-07-11,0.0047924212,0.0107161795,38105.0363825014,118732.433547351,Earth
54499684,(2024 VO4),25.43,False,False,2024-07-11,0.021804944,0.0487573371,22197.7425107574,47029714.996412866,Earth
3662638,(2014 DJ23),22.4,False,False,2024-07-10,0.0880146521,0.1968067451,51809.5616677211,32288060.375646833,Earth
3739391,(2016 AH65),25.8,False,False,2024-07-10,0.0183888672,0.0411187571,29846.375616316,47202039.34098945,Earth
3827173,(2018 RA1),26.4,False,False,2024-07-10,0.0139493823,0.0311917671,30760.2181585872,69796157.41152096,Earth
54290367,(2022 OA),24.67,False,False,2024-07-10,0.0309424699,0.069189466,54563.5081556597,28438115.01494582,Earth
54413294,(2023 XW1),27.51,False,False,2024-07-10,0.008366715,0.0187085435,22791.9997310042,31515255.865609314,Earth
54454241,(2024 ME1),24.68,False,False,2024-07-10,0.0308003021,0.0688715693,30217.7076147334,4344028.439301829,Earth
54448116,(2024 ME),21.48,True,False,2024-07-10,0.1344481952,0.3006353038,29636.2781339323,14843981.478698773,Earth
54458189,(2024 ND1),25.1,False,False,2024-07-10,0.0253837029,0.0567596853,10346.7938166968,18731873.50598867,Earth
54537956,(2025 NT),25.3,False,False,2024-07-10,0.0231502122,0.0517654482,34333.527917965,15455303.80962711,Earth
54548207,(2025 SQ14),25.36,False,True,2024-07-10,0.0225193047,0.050354696,26732.1065615099,23693497.632977713,Earth
3435553,(2008 VN),16.9,False,False,2024-07-15,1.1080388213,2.4776501261,63039.9018012397,69897960.93122508,Earth
54051063,(2020 PF3),25.8,False,False,2024-07-15,0.0183888672,0.0411187571,82594.9552999792,69234767.8875608,Earth
54105560,(2021 AL6),20.57,True,False,2024-07-15,0.204434871,0.4571302686,94011.61919576,68807561.8186737,Earth
54137450,(2021 GL10),23.24,False,False,2024-07-15,0.0597798714,0.1336718562,19586.1582516058,22700625.91965459,Earth
54439894,(2024 JF2),22.7,False,False,2024-07-15,0.0766575574,0.1714115092,29026.0561371845,15736982.132723082,Earth
54447952,(2024 LD5),21.8,False,False,2024-07-15,0.1160259082,0.2594418179,8332.7730466149,45176701.307537965,Earth
54465240,(2024 OQ1),22.82,False,False,2024-07-15,0.0725362295,0.1621959399,13479.3318510108,30551432.857245773,Earth
54468785,(2024 RP4),22.58,False,False,2024-07-15,0.0810130488,0.1811506842,11000.4746764926,34017255.61754991,Earth
54580654,(2026 AC17),30.25,False,True,2024-07-15,0.002368945,0.005297122,38985.2951468573,17578827.42805548,Earth
2187040,187040 (2005 JS108),19.2,True,False,2024-07-14,0.3841978911,0.8590926012,37706.4312433384,12974127.333201163,Earth
3743607,(2016 CV193),22.57,False,False,2024-07-14,0.0813869881,0.1819868378,69671.6261359654,72010357.59472093,Earth
3760680,(2016 TZ19),23.15,False,False,2024-07-14,0.0623096019,0.1393285055,52214.323625221,21629324.80030273,Earth
3781651,(2017 SS10),25.2,False,False,2024-07-14,0.0242412481,0.0542050786,39966.2351808617,50183382.39811827,Earth
54375649,(2023 OU),26.09,False,False,2024-07-14,0.0160899605,0.0359782453,46618.3022873483,36052796.016298376,Earth
54445624,(2024 LX),22.31,False,False,2024-07-14,0.0917392059,0.2051351006,23012.3796774828,30975820.322744623,Earth
54465222,(2024 OC1),21.93,False,False,2024-07-14,0.1092835959,0.2443655492,44052.3415855717,29351250.106132578,Earth
54465241,(2024 NG4),25.51,False,False,2024-07-14,0.0210162379,0.0469937366,69748.9428836034,551524.217624079,Earth
54517642,(2025 BV5),28.33,False,False,2024-07-14,0.0057352846,0.0128244863,16035.4987062069,23160925.071916714,Earth
3576729,(2011 OB57),26.0,False,False,2024-07-19,0.0167708462,0.0375007522,18781.5655686811,17122998.469585974,Earth
3673921,(2014 MJ6),21.77,True,False,2024-07-19,0.1176399894,0.2630510131,55236.8235654558,16208691.772760736,Earth
54147684,(2021 KE2),19.83,False,False,2024-07-19,0.2874451443,0.6427468824,78143.7531093196,25347067.366769683,Earth
54157822,(2015 KX200),21.55,False,False,2024-07-19,0.1301832102,0.2910985075,19041.5950861445,51983412.74009911,Earth
54193333,(2021 RM3),27.69,False,False,2024-07-19,0.0077011393,0.0172202709,16027.8222626182,59984643.02873696,Earth
54212689,(2021 UV1),27.4,False,True,2024-07-19,0.0088014652,0.0196806745,58089.6145026713,32684476.28572946,Earth
54243529,(2022 AV13),31.82,False,True,2024-07-19,0.0011496218,0.0025706324,26427.757065054,74777101.96878242,Earth
54296544,(2022 QV1),24.03,False,False,2024-07-19,0.0415484643,0.0929051906,13238.5949684538,70641447.63965446,Earth
54355037,(2023 HG3),26.63,False,False,2024-07-19,0.0125474356,0.028056919,61217.5511775092,30777122.083124064,Earth
54571240,(2025 YQ9),24.001,False,False,2024-07-19,0.0421070656,0.0941542609,46692.7897024091,26043280.519968007,Earth
2403775,403775 (2011 HS4),20.9,True,False,2024-07-18,0.1756123185,0.3926810818,57122.7955313591,30635503.943027306,Earth
3619459,(2012 XJ16),23.7,False,False,2024-07-18,0.0483676488,0.1081533507,74858.6410051086,71418471.54265554,Earth
3797670,(2018 AZ11),25.7,False,False,2024-07-18,0.0192555078,0.0430566244,37356.5656712149,72207940.89637616,Earth
54231706,(2021 FD50),26.89,False,False,2024-07-18,0.011131533,0.0248908644,54576.1869183058,44128100.27369841,Earth
54246474,(2022 CW5),23.15,False,False,2024-07-18,0.0623096019,0.1393285055,79226.1041385773,67322485.79647952,Earth
54434538,(2024 GH6),20.7,False,False,2024-07-18,0.1925550782,0.4305662442,54552.1673575325,44438135.366725855,Earth
54459570,(2024 MD3),23.41,False,False,2024-07-18,0.0552783379,0.1236061213,30775.5145425883,14464104.046978466,Earth
54465395,(2024 PN),24.59,False,False,2024-07-18,0.0321036917,0.0717860371,14463.4639630381,31624557.604552504,Earth
2341843,341843 (2008 EV5),20.05,True,False,2024-07-20,0.2597496533,0.580817882,17804.3244645252,21098560.697972585,Earth
3180147,(2004 HQ1),23.47,False,False,2024-07-20,0.0537718498,0.1202375114,28267.7304020327,60295414.47240011,Earth
3613391,(2012 UW68),24.8,False,False,2024-07-20,0.0291443905,0.0651688382,19481.6280566414,44971533.46867266,Earth
3703002,(2014 YJ14),18.38,False,False,2024-07-20,0.5604733623,1.2532565376,102557.8373772852,69440049.49560623,Earth
3802121,(2018 FP5),25.7,False,False,2024-07-20,0.0192555078,0.0430566244,107487.0173278606,73713216.38592689,Earth
3837682,(2019 AN5),21.07,True,False,2024-07-20,0.1623883902,0.3631114793,13623.5827501327,73493752.57069014,Earth
54051100,(2020 PY4),21.24,True,False,2024-07-20,0.1501602479,0.3357685218,75344.3926994146,25869555.83460972,Earth
54465173,(2024 NZ3),19.09,False,False,2024-07-20,0.4041615334,0.9037326626,57809.8371688765,63300446.14280642,Earth
54465292,(2024 OO2),24.22,False,False,2024-07-20,0.0380675544,0.0851216393,40917.2571268639,11855586.886610907,Earth
2226554,226554 (2003 WR21),19.62,True,False,2024-07-22,0.3166321257,0.708010957,78572.9365774927,70294605.38197371,Earth
3643993,(2013 LW28),18.86,False,False,2024-07-22,0.4493191996,1.004708274,89986.5040460191,26208408.14485271,Earth
3830887,(2018 SO2),25.9,False,False,2024-07-22,0.0175612318,0.0392681082,61658.5348303204,47461042.05278464,Earth
3884012,(2019 UT8),27.2,False,False,2024-07-22,0.0096506147,0.0215794305,71548.7573740298,23322742.9187266,Earth
54158252,(2021 LC5),24.33,False,False,2024-07-22,0.0361871997,0.0809170384,65264.2124541314,61659682.555158354,Earth
54291151,(2022 OF1),24.61,False,False,2024-07-22,0.0318093633,0.0711278987,97508.464651328,34406507.315557815,Earth
2709992,709992 (2013 LW28),18.92,False,False,2024-07-22,0.437074004,0.9773271842,89986.4874708782,26208410.987212237,Earth
54465249,(2024 OY1),26.07,False,False,2024-07-22,0.016238839,0.0363111479,39358.5115137649,2509767.41190333,Earth
54465432,(2024 PU),25.99,False,False,2024-07-22,0.0168482569,0.0376738478,34496.9398124834,2104183.545955621,Earth
3329278,(2006 GB),20.34,True,False,2024-07-21,0.2272767323,0.5082062231,63695.2884195334,65089739.606300764,Earth
3460262,(2009 KM),20.35,False,False,2024-07-21,0.2262324906,0.5058712276,82627.8477407698,68155113.80657983,Earth
3711784,(2015 DO155),21.64,False,False,2024-07-21,0.1248978541,0.2792800919,67795.7221677776,59318050.074281186,Earth
3782061,(2017 TF1),26.7,False,False,2024-07-21,0.0121494041,0.0271668934,8728.1435766493,36144494.289642714,Earth
54049789,(2020 OT4),26.3,False,False,2024-07-21,0.0146067964,0.0326617897,23864.2856618702,17594935.58814475,Earth
54054711,(2020 SR6),25.7,False,False,2024-07-21,0.0192555078,0.0430566244,56648.7816931022,49164993.117878616,Earth
54178643,(2021 PK2),23.84,False,False,2024-07-21,0.0453476699,0.1014004725,72076.339232167,69781964.19392642,Earth
54289574,(2022 ML3),27.32,False,False,2024-07-21,0.0091317703,0.020419259,56469.9184819373,70586318.76010886,Earth
54308045,(2022 SE11),28.74,False,False,2024-07-21,0.004748484,0.010617933,62343.4540329929,62476378.76609834,Earth
54335235,(2022 YB1),25.71,False,False,2024-07-21,0.0191670368,0.0428587972,63756.058572617,19038047.343353327,Earth
54416960,(2023 XR14),28.34,False,True,2024-07-21,0.0057089334,0.0127655632,57010.3335415912,64764198.78380655,Earth
54445921,(2024 LN1),21.48,False,False,2024-07-21,0.1344481952,0.3006353038,51030.9232964593,19892500.30638624,Earth
54454243,(2024 MG1),23.93,False,False,2024-07-21,0.0435065831,0.0972836774,33649.9327930531,4250393.23257588,Earth
54466249,(2024 PL6),24.92,False,False,2024-07-21,0.0275775053,0.0616651765,36893.7453265999,10307926.251427118,Earth
54537502,(2025 MG89),23.86,False,False,2024-07-21,0.04493192,0.1004708274,65210.0165421552,11671168.167596096,Earth
2368184,368184 (2000 RN77),19.36,False,False,2024-07-17,0.3569069267,0.7980681497,47723.6944312574,20565800.152228147,Earth
3529626,(2010 MA),25.7,False,False,2024-07-17,0.0192555078,0.0430566244,31866.6575897482,28998985.94292984,Earth
3780669,(2017 PL26),22.2,False,False,2024-07-17,0.096506147,0.2157943048,84460.217796513,74519337.05968319,Earth
3968761,(2019 YQ5),25.09,False,False,2024-07-17,0.0255008688,0.0570216761,25529.6582463073,51934238.379372045,Earth
54105264,(2021 AA5),25.8,False,False,2024-07-17,0.0183888672,0.0411187571,59126.7749440403,48711199.25891302,Earth
54171999,(2021 OT),26.24,False,False,2024-07-17,0.0150160248,0.0335768522,35002.7430496735,19459325.76119933,Earth
54457672,(2024 NF),23.53,False,False,2024-07-17,0.0523064176,0.1169607054,73029.2097631586,4832782.288261128,Earth
54460877,(2024 NJ3),26.9,False,False,2024-07-17,0.0110803882,0.0247765013,23190.1940826784,1226981.189952449,Earth
54462805,(2024 NM3),25.06,False,False,2024-07-17,0.0258556212,0.0578149266,26527.3983902309,778539.62861992,Earth
54465394,(2024 PM),23.17,False,False,2024-07-17,0.061738344,0.1380511341,39748.7512958432,10769265.363202123,Earth
54537654,(2025 MB90),24.11,False,False,2024-07-17,0.0400456158,0.0895447192,28758.5198603968,20117356.302048206,Earth
2337252,337252 (2000 SD8),20.82,False,False,2024-07-16,0.1822027706,0.4074177807,22468.0682548261,28304624.212970637,Earth
3740097,(2016 AZ165),21.0,False,False,2024-07-16,0.1677084622,0.3750075218,50908.409545824,26479498.559021134,Earth
3843342,(2019 ON),25.15,False,False,2024-07-16,0.0248058993,0.0554676771,61480.0535408575,68107148.43599896,Earth
54146074,(2021 KG),27.84,False,False,2024-07-16,0.0071871213,0.0160708919,68500.3319332618,58305979.22463864,Earth
54225713,(2021 WD5),22.76,False,False,2024-07-16,0.0745684261,0.1667400697,27049.5174265783,55756646.10823856,Earth
54317205,(2022 UE3),24.61,False,False,2024-07-16,0.0318093633,0.0711278987,41897.6395659324,51934981.04303788,Earth
54397455,(2023 UR3),26.27,False,False,2024-07-16,0.0148099972,0.0331161605,23862.8305853951,43751938.0602002,Earth
54442411,(2024 JJ20),21.57,False,False,2024-07-16,0.1289896833,0.2884297004,29436.9825690805,30997747.151826687,Earth
54444958,(2024 KV),21.37,True,False,2024-07-16,0.1414343753,0.3162568776,58097.9797260941,8457660.914780704,Earth
54458894,(2024 NM2),23.47,False,False,2024-07-16,0.0537718498,0.1202375114,33577.2749798065,31304662.321436133,Earth
54513044,(2024 YD13),25.9,False,False,2024-07-16,0.0175612318,0.0392681082,30013.7829624388,26048389.76594169,Earth
2357621,357621 (2005 EG94),18.83,False,False,2024-07-29,0.4555698523,1.0186851583,53758.4110485462,18742403.19142521,Earth
54104902,(2021 AK3),21.35,False,False,2024-07-29,0.1427430515,0.3191831664,88736.1021603587,65902988.72328106,Earth
54269054,(2022 GM1),25.66,False,False,2024-07-29,0.0196134944,0.0438571068,33075.6984407452,25387779.963336784,Earth
54309238,(2022 SJ20),24.43,False,False,2024-07-29,0.0345585074,0.0772751717,31980.9503085186,28636151.32887099,Earth
54465200,(2024 OH),24.72,False,False,2024-07-29,0.0302381333,0.0676145215,45312.9596392853,7360266.545988984,Earth
54465197,(2024 OF),23.69,False,False,2024-07-29,0.0485909037,0.1086525639,36354.20973867,7154798.733474759,Earth
